877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
14329;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14330;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14331;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14332;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14333;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14334;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14335;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14336;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14337;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14338;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14339;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14340;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14341;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14342;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14343;MorningstarGR;Key Ratios -- EPS -- 10-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">10-Year","tr"),"<td","|"),12,"|"),">","<"))/100

14344;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 10;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;3;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14345;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 9;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;6;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14346;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 8;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;9;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14347;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 7;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;12;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14348;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 6;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;15;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14349;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 5;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;18;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14350;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 4;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;21;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14351;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 3;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;24;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14352;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 2;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;27;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14353;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- Year 1;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;30;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14354;MorningstarCFR;Key Ratios -- Cash Flow -- Operating Cash Flow Growth (YOY) -- TTM;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;33;Cash Flow Ratios<;Operating Cash Flow Growth; ; ;0;0;0;0
14355;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 10;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;3;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14356;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 9;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;6;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14357;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 8;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;9;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14358;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 7;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;12;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14359;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 6;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;15;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14360;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 5;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;18;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14361;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 4;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;21;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14362;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 3;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;24;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14363;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 2;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;27;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14364;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- Year 1;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;30;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14365;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow Growth (YOY) -- TTM;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;33;Cash Flow Ratios<;Free Cash Flow Growth; ; ;0;0;0;0
14366;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 10;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;3;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14367;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 9;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;6;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14368;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 8;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;9;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14369;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 7;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;12;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14370;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 6;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;15;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14371;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 5;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;18;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14372;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 4;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;21;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14373;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 3;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;24;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14374;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 2;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;27;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14375;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- Year 1;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;30;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14376;MorningstarCFR;Key Ratios -- Cash Flow -- Cap Ex as a % of Sales -- TTM;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;33;Cash Flow Ratios<;Cap Ex as; ; ;0;0;0;0
14377;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 10;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;3;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14378;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 9;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;6;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14379;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 8;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;9;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14380;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 7;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;12;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14381;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 6;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;15;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14382;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 5;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;18;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14383;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 4;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;21;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14384;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 3;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;24;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14385;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 2;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;27;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14386;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- Year 1;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;30;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14387;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Sales -- TTM;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;33;Cash Flow Ratios<;Free Cash Flow/Sales; ; ;0;0;0;0
14388;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 10;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;3;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14389;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 9;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;6;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14390;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 8;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;9;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14391;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 7;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;12;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14392;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 6;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;15;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14393;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 5;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;18;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14394;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 4;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;21;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14395;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 3;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;24;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14396;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 2;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;27;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14397;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- Year 1;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;30;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0
14398;MorningstarCFR;Key Ratios -- Cash Flow -- Free Cash Flow/Net Income -- TTM;http://quicktake.morningstar.com/stocknet/CashFlowRatios10.aspx?Symbol=~~~~~;33;Cash Flow Ratios<;Free Cash Flow/Net Income; ; ;0;0;0;0

14401;MorningstarAE;Annual Estimates -- As Of Date;=DATEVALUE(RIGHT(smfGetTagContent("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~","div",-1,"Growth %","Data as of"),10))
14402;MorningstarAE;Annual Estimates -- Year 1 Date;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",3,"<table")
14403;MorningstarAE;Annual Estimates -- Year 1 High Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">High")
14404;MorningstarAE;Annual Estimates -- Year 1 High Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">High")/100
14405;MorningstarAE;Annual Estimates -- Year 1 Low Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">Low")
14406;MorningstarAE;Annual Estimates -- Year 1 Low Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">Low")/100
14407;MorningstarAE;Annual Estimates -- Year 1 Median Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">Median")
14408;MorningstarAE;Annual Estimates -- Year 1 Median Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">Median")/100
14409;MorningstarAE;Annual Estimates -- Year 1 30 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">30 Days Ago")
14410;MorningstarAE;Annual Estimates -- Year 1 30 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">30 Days Ago")/100
14411;MorningstarAE;Annual Estimates -- Year 1 60 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">60 Days Ago")
14412;MorningstarAE;Annual Estimates -- Year 1 60 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">60 Days Ago")/100
14413;MorningstarAE;Annual Estimates -- Year 1 90 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">90 Days Ago")
14414;MorningstarAE;Annual Estimates -- Year 1 90 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">90 Days Ago")/100
14415;MorningstarAE;Annual Estimates -- Year 1 Number of Estimates;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">Number of Estimates")
14416;MorningstarAE;Annual Estimates -- Year 2 Date;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",6,"<table")
14417;MorningstarAE;Annual Estimates -- Year 2 High Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">High")
14418;MorningstarAE;Annual Estimates -- Year 2 High Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">High")/100
14419;MorningstarAE;Annual Estimates -- Year 2 Low Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">Low")
14420;MorningstarAE;Annual Estimates -- Year 2 Low Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">Low")/100
14421;MorningstarAE;Annual Estimates -- Year 2 Median Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">Median")
14422;MorningstarAE;Annual Estimates -- Year 2 Median Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">Median")/100
14423;MorningstarAE;Annual Estimates -- Year 2 30 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">30 Days Ago")
14424;MorningstarAE;Annual Estimates -- Year 2 30 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">30 Days Ago")/100
14425;MorningstarAE;Annual Estimates -- Year 2 60 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">60 Days Ago")
14426;MorningstarAE;Annual Estimates -- Year 2 60 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">60 Days Ago")/100
14427;MorningstarAE;Annual Estimates -- Year 2 90 Days Ago Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">90 Days Ago")
14428;MorningstarAE;Annual Estimates -- Year 2 90 Days Ago Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">90 Days Ago")/100
14429;MorningstarAE;Annual Estimates -- Year 2 Number of Estimates;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">Number of Estimates")
14430;MorningstarAE;Annual Estimates -- Year 1 Mean Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",1,"Growth %",">Mean")
14431;MorningstarAE;Annual Estimates -- Year 1 Mean Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",2,"Growth %",">Mean")/100
14432;MorningstarAE;Annual Estimates -- Year 2 Mean Estimate;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",4,"Growth %",">Mean")
14433;MorningstarAE;Annual Estimates -- Year 2 Mean Growth %;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",5,"Growth %",">Mean")/100

14434;MorningstarFC;Forward Comparisons -- 5Y Growth % -- Company;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-comparisons-list.action?t=~~~~~",0,"5Y Growth","stocktdone")/100
14435;MorningstarFC;Forward Comparisons -- 5Y Growth % -- Industry;="N/A"
14436;MorningstarFC;Forward Comparisons -- 5Y Growth % -- S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-comparisons-list.action?t=~~~~~",1,"5Y Growth",">S&P 500")/100
14437;MorningstarFC;Forward Comparisons -- Forward P/E -- Company;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-comparisons-list.action?t=~~~~~",1,"5Y Growth","stocktdone")
14438;MorningstarFC;Forward Comparisons -- Forward P/E -- Industry;="N/A"
14439;MorningstarFC;Forward Comparisons -- Forward P/E -- S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-comparisons-list.action?t=~~~~~",2,"5Y Growth",">S&P 500")
